recipeProcess_id,recipeProcess_recipeId,recipeProcess_no1,recipeProcess_image1,recipeProcess_no2,recipeProcess_image2,recipeProcess_no3,recipeProcess_image3,recipeProcess_no4,recipeProcess_image4,recipeProcess_no5,recipeProcess_image5,recipeProcess_no6,recipeProcess_image6,recipeProcess_no7,recipeProcess_image7,recipeProcess_no8,recipeProcess_image8,recipeProcess_no9,recipeProcess_image9,recipeProcess_no10,recipeProcess_image10,recipeProcess_no11,recipeProcess_image11,recipeProcess_no12,recipeProcess_image12,recipeProcess_no13,recipeProcess_image13,recipeProcess_no14,recipeProcess_image14,recipeProcess_no15,recipeProcess_image15,recipeProcess_no16,recipeProcess_image16,recipeProcess_no17,recipeProcess_image17,recipeProcess_no18,recipeProcess_image18,recipeProcess_no19,recipeProcess_image19,recipeProcess_no20,recipeProcess_image20
recipeProcess-450,recipe-450,"1. 찹쌀은 30분 정도, 찰보리는 1시간 이상
불려주고 보리쌀은 한번 쪄 준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00319_01.png,"2. 표고버섯은 물에 데친다. 이때 표고버섯 불린
물은 버리지 않고 짜투리 채소와 함께 채소
국물을 만들어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00319_02.png,"3. 불린 표고버섯, 청피망, 홍피망, 양파, 오리
가슴살은 작은 정사각형으로 잘라주고 청양
고추는 다져준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00319_03.png,"4. 다진 청양고추와 다진마늘은 볶아주고 다시
여기에 다진채소와 가슴살을 볶아준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00319_04.png,"5. 찹쌀과 보리쌀을 넣어 만들어진 채소국물에
끓여주다 생크림과 우유를 넣어 죽 형태로
만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00319_05.png,"6. 여기에 볶아진 재료를 넣고 소금으로 간을
하고 말린 토마토를 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00319_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-451,recipe-451,1. 귀리는 불려준 뒤 닭육수에 삶아준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00320_01.png,2. 브로콜리는 잘 손질하여 잘게 썰어 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00320_02.png,"3. 양파는 채 썰어 버터로 볶다가 1의 브로콜리와
귀리, 아몬드슬라이스를 넣고 같이 볶아준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00320_03.png,"4. 어느 정도 볶아지면 우유를 넣고 다시 한 번
볶아준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00320_04.png,"5. 닭육수를 넣고 귀리가 익을 때 까지 푹 익힌 후
믹서에 갈아 체에 걸러준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00320_05.png,"6. 마지막으로 생크림을 넣고 농도를 조절하고
녹차가루를 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00320_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-452,recipe-452,"1. 소고기에 물을 넣어 육수를 뽑아준 후 천연
조미료로 간을 해준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00321_01.png,2. 소고기는 곱게 다져준 뒤 볶아준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00321_02.png,3. 감자를 삶아서 체에 내려준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00321_03.png,"4. 계란을 풀고 소고기 다진 것과 게맛살, 물을
넣고 섞은 뒤 찜기에 쪄준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00321_04.png,"5. 부추와 브로콜리는 뜨거운 물에 데쳐 먹기
좋게 잘라주고, 방울토마토와 미니파프리카도
먹기 좋게 잘라준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00321_05.png,"6. 매실청과 올리브오일, 후추로 드레싱을 만들어
준비된 채소를 섞어준 뒤 그릇에 담는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00321_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-453,recipe-453,"1. 미나리는 데친 후 먹기 좋은 크기로 잘라서
밥을 해준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00322_01.png,2. 닭가슴살에 밥을 넣고 말아서 오븐에 굽는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00322_02.png,"3. 무는 물에 익히고 고춧가루와 무조림 재료를
넣어 졸여준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00322_03.png,4. 청경채는 데친 후 팬에 살짝 볶아준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00322_04.png,5. 소스를 만들어준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00322_05.png,"6. 접시에 무조림을 깔고 닭가슴살 구이를 올리고
청경채와 함께 소스를 뿌려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00322_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-454,recipe-454,"1. 먼저 영양부추를 뺀 재료로 양념장을 30분
전에 만들어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00323_01.png,"2. 쌀은 30분전에 불려주고 고구마는 껍질째
작은 깍두기 모양으로 잘라 냉수에 담가준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00323_02.png,"3. 닭육수에 강황가루를 풀어주고 쌀과 고구마를
고루 섞어 밥을 해준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00323_03.png,"4. 만들어진 양념장에 영양부추를 한입 크기로
잘라 최종 양념장을 만들어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00323_04.png,"5. 그릇에 강황고구마밥을 담아주고 양념장과
함께 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00323_05.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-455,recipe-455,1. 바지락은 볶은 소금에 담가 해감을 시켜준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00324_01.png,"2. 물 400g에 저염 된장과 바지락을 넣어 국물을
만들어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00324_02.png,"3. 시금치 는 데 친 후 물기를 제거해 송송
다져준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00324_03.png,"4. 당근, 양파와 청홍고추는 채 썰고 애호박과
감자는 반달모양으로 썰어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00324_04.png,"5. 다진 시금치와 밀가루를 이용해 완자를
만들어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00324_05.png,"6. 만들어진 국물에 옹심이를 넣어 끓여주고
나머지 채소를 넣어 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00324_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-456,recipe-456,"1. 양파, 당근, 마늘은 다진다.",,"2. 두부는 으깨어 면보로 싸서 물기
를 빼준다.",,"3. 돼지고기, 두부, 양파, 당근, 마늘,
바질을 넣어 치대고 30분 정도 숙
성시킨다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00065_3.png,"4. 돼지 소장(케이싱)을 속까지 물로
깨끗이 세척한다.",,"5. 소시지소를 꼬챙이와 깔때기를 이
용하여 케이싱의 속까지 고루 들
어가게 채우고 돌돌 말아 비틀어
원하는 길이로 맞춘다.",,"6. 찜기에 김을 올리고 15분 정도 소
시지를 찌거나, 80도 정도의 물에
20분간 삶는다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00065_6.png,7. 마늘과 양송이버섯은 편으로 썬다.,,"8. 달군 소스 팬에 올리브유를 두르
고 마늘과 양송이버섯을 볶은 다
음 발사믹 식초, 레몬즙, 설탕을 넣
고 한소끔 끓인다.",,"9. 끓인 소스에 소시지를 넣고 졸인
다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00065_9.png,10. 접시에 소시지와 소스를 담는다.,,,,,,,,,,,,,,,,,,,,,
recipeProcess-457,recipe-457,"1. 곤드레나물은 씻어서 1시
간 정도 불린 다음 불린
물 그대로 뚜껑을 덮고
30분 정도 삶는다.",,"2. 물에 헹구어 물기를 꼭 짠
곤드레나물은 프라이팬에
식용유를 두르고 볶아 식
힌다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00057_2.png,"3. 두부는 으깨어 물기를 짜
고, 부추, 파, 마늘, 청양
고추는 잘게 다진다.",,"4. 돼지고기는 곱게 다지고
준비한 재료(3)에 후추, 참
기름으로 버무려 치대어
만두소를 만든다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00057_4.png,"5. 새우는 꼬리부분은 남기
고 껍질을 벗긴 후 등 쪽
2~3마디에 있는 내장을
꼬챙이로 꺼내고 물에 헹
궈 물기를 뺀다.",,"6. 손질한 새우를 끓는 물에
데친다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00057_6.png,"7. 만두를 묶을 때 사용할 부
추는 자르지 않고 끓는 물
에 살짝 데친다.",,"8. 라이스페이퍼는 물에 살
짝 담갔다가 만두소를 넣
어 동그랗게 빚는다.",,"9. 이때 새우 꼬리부분을 위
로 올라오게 올린 후 라이
스페이퍼로 감싸고 부추
로 묶는다.d",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00057_9.png,"10. 달군 프라이팬에 기름을
두르고 만두(9)를 넣은 다
음 뚜껑을 덮어 약한 불에
서 굽다가 김이 오르고 밑
면이 노릇해지면 물 반컵
을 팬에 부어 만두소가 투
명하게 비칠 때까지 구워
준다. (물을 넣으면 기름
이 튀므로 뚜껑을 빨리 덮
고 튀지 않는 소리가 날
때 까지 굽는다.)",,,,"11. 저염간장과 식초를 섞어
초간장을 곁들인다.",,,,,,,,,,,,,,,,,
recipeProcess-458,recipe-458,"1. 단호박을 잘라 씨를 제거하고 찜
기에 10~20분 동안 익힌 후 껍질
을 벗긴다.",,"2. 찐 단호박은 으깨어 3/4은 만두소
로 사용하고, 1/4은 물과 섞어 체
에 걸러 호박물을 만든다.",,"3. 찬물 100ml에 오미자를 넣어 오미
자물을 만든다.",,"4. 밀가루를 3등분하여 호박물(10g,
2작은술), 오미자물(10g, 2작은술),
찬물(10g, 2작은술)로 각각 반죽하
여 3색 만두피를 만들고, 랩에 싸
서 30분 정도 숙성시킨다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00058_4.png,"5. 반죽을 밀대로 0.2cm 정도로 얇
게 밀어 사방 7cm 크기로 자른다.",,"6. 대구살은 물에 헹궈 가시를 발라
내고 물기를 제거한 후 곱게 다
져 청주에 재워 대구살소를 준비
한다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00058_6.png,"7. 으깬 단호박에 꿀을 섞어 단호박
소로 준비한다.",,"8. 준비한 대구살소와 단호박소를 각
각 3색 만두피에 넣고 모양을 잡아
만두를 만든다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00058_8.png,"9. 쑥갓을 얹어 모양을 내고, 찜기에
김이 오르면 만두를 넣어 익힌다.",,"10. 물이 다시 끓어오르면 10~15분 정
도 더 익힌 후 만두피가 투명해지
면 꺼내어 접시에 담는다.",,,,,,,,,,,,,,,,,,,,,
recipeProcess-459,recipe-459,"1. 표고버섯은 끓는 물에 데쳐 놓는
다.",,"2. 새우는 꼬리부분은 남기고 껍질을
벗긴 후 등 쪽 2~3마디에 있는 내
장을 꼬챙이로 꺼내고 물에 헹궈
물기를 뺀다.",,"3. 단호박은 씨를 제거하고 찜기에
10~20분 동안 익힌다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00059_3.png,"4. 적양파, 홍피망, 청피망, 표고버섯
은 칵테일 새우 크기로 썬다.",,"5. 참깨를 블렌더에 곱게 갈아서 마
요네즈, 간장, 겨자가루와 섞어 참
깨 드레싱을 만든다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00059_5.png,"6. 달궈진 프라이팬에 식용유를 두
르고 새우를 볶다가 만들어 놓은
참깨드레싱(5)과 우유를 섞어 볶
는다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00059_6.png,"7. 찐 단호박 속에 볶은 재료를 담아
접시에 올린다.",,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-460,recipe-460,"1. 냄비에 저지방우유, 생크림과 레몬
즙을 넣고 약한 불에서 끓여준다.
물과 지방이 분리되어 덩어리가
몽글몽글해지면 불을 끄고 체에
유청을 걸러준다.",,"2. 걸러진 치즈를 면보로 물기를 꼭
짠 후 하루 정도 냉장고에서 숙성
시킨다.",,"3. 토마토는 갈라서 안쪽에 씨를 제
거 한 뒤 작게 다져서 준비한다.",,"4. 당근 100g을 약 5㎝ 크기 정도로
썰어 10분 이상 푹 삶아 끓이고,
주걱 등을 이용하여 으깬 후 체에
거른다.",,"5. 토마토에 올리브유, 발사믹 식초,
후추, 다진 마늘, 오렌지와 당근퓨
레를 섞어 버무려준 후 30분 정도
냉장 숙성시킨다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00060_5.png,"6. 감자는 삶아 으깨고 저지방우유,
생크림, 후추를 넣어 섞는다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00060_6.png,"7. 새송이버섯, 표고버섯과 양파를 아
주 곱게 다지고, 새우는 살이 보일
정도로 굵게 다진다.",,"8. 다진 돼지고기에 새송이버섯, 표고
버섯, 새우, 양파, 후추, 전분을 섞
고 점성이 느껴질 정도로 치대어
둥글납작한 형태를 만든다.",,"9. 달궈진 프라이팬에 올리브유를 두
르고 만들어 놓은 스테이크(8)를
익혀 즙이 올라오면 뒤집어서 아
래 윗면을 노릇하게 굽는다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00060_9.png,"10. 접시에 감자무스를 담고 버섯새우
스테이크와 저염리코타치즈를 올
리고 토마토콘소메 소스를 뿌린다.",,,,,,,,,,,,,,,,,,,,,
recipeProcess-461,recipe-461,1. 감자는 껍질을 벗기고 삶은 후 으깬다.,,"2. 겨자가루를 (1)에 넣고 섞어준 다
음 숟가락 2개를 가지고 타원형으
로 만든다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00061_2.png,"3. 무화과는 무화과 3배의 물에 넣고
무화과가 풀어지게 뭉근히 끓인
다음 발사믹 식초, 데미글라스소
스와 설탕을 첨가하여 농도를 맞
추며 졸인다.",,"4. 인삼과 파슬리는 깨끗이 씻어 물
기를 빼고 곱게 다져 준비한다.",,"5. 다진 인삼과 파슬리, 빵가루, 밀가
루, 파마산 치즈가루, 달걀, 버터를
넣고 반죽한다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00061_5.png,6. 당근과 양파는 잘게 다진다.,,"7. 쇠갈비살은 1시간 정도 찬물에 담
가 핏물을 뺀 후 고기를 다지고 다
진 당근, 다진 양파, 소금, 후추를
넣고 반죽한다.",,"8. 마는 껍질을 벗기고 씻어서 1×5cm
길이로 잘라 녹말성분을 닦아내고
팬에 구워 익힌다.",,"9. 구운 마에 반죽한 쇠갈비살(7)을
1cm정도 두께로 감싼다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00061_9.png,"10. 쇠갈비살(9)에 인삼크러스트로 감
싸고 200도 예열된 오븐에 10~15
분 정도 굽는다.",,,,"11. 접시에 구운 산마떡갈비와 으깬
감자를 곁들여 놓고 무화과발사믹
소스를 뿌린다.",,,,,,,,,,,,,,,,,
recipeProcess-462,recipe-462,"1. 두부를 2.5×2.5×1cm 정도로 잘
라 물기를 빼고 후추를 뿌린다.",,"2. 두부에 전분가루를 골고루 묻혀
식용유를 둘러 프라이팬에 갈색이
나도록 양면을 굽는다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00062_2.png,"3. 프라이팬에 간장, 올리고당, 생강
즙, 물을 넣어 끓인다.",,"4. 구운두부(2)에 불고기 양념(3)을 넣
고 잠시 조린다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00062_4.png,"5. 그릇에 두부를 담고 위에 흑임자
를 뿌린다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00062_5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-463,recipe-463,"1. 두부를 곱게 으깨어 면보에 물기
가 남지 않도록 짜고, 양파와 표고
버섯은 잘게 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00063_1.png,"2. 준비해 놓은 으깬 두부, 다진 양파
와 다진 표고버섯에 후추를 뿌리
고 치대어 둥글납작하게 빚어 애
호박 크기로 만든다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00063_2.png,"3. 팬에 올리브유를 두르고 골고루
구워준다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00063_3.png,"4. 냄비에 발사믹식초와 물을 넣고
반 정도가 될 때까지 은근히 졸인
다.",,"5. 애호박을 1cm 두께로 자르고 달군
프라이팬에 올리브유를 두르고 구
워 준비한다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00063_5.png,"6. 애호박을 깔고 두부패티를 올리고,
그 위에 애호박을 얹은 다음 발사
믹 소스와 함께 곁들인다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-464,recipe-464,"1. 손질하여 물기를 뺀 우뭇가사리와
톳은 잘게 다진다.",,"2. 두부를 칼등으로 으깨어 면보에
싸서 물기를 제거한다.",,"3. 돼지고기를 곱게 다지고 면보에
싸서 핏물을 제거한다.",,"4. 그릇에 다진 돼지고기, 두부, 당근,
파, 우뭇가사리, 톳, 달걀흰자를 넣
고 골고루 섞어 치댄다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00064_4.png,"5. 양배추를 깨끗이 씻어 찜기에 7~
10분 정도 찐다.",,"6. 양배추의 두꺼운 줄기 부분은 배
어내어 평평하게 한다.",,"7. 김발위에 삶은 양배추를 일정하게
깔아준다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00064_7.png,"8. 양배추 소를 양배추잎 위에 지름
3cm로 올리고 김발과 양배추를
함께 잡고 김밥 말듯이 단단히 조
이며 말아준다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00064_8.png,"9. 한 김 오른 찜기에 김발 그대로 넣
고 15분 정도 찐다.",,"10. 양배추 고기말이는 한 김 식힌 다
음 한입 크기로 자른다.",,,,,,,,,,,,,,,,,,,,,
recipeProcess-465,recipe-465,1. 매생이는 씻어 체에 거른다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00140_1.png,"2. 물 250g에 다시마, 멸치, 보리된장을 넣어 육수를 만든다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00140_2.png,3. 육수가 끓으면 매생이와 홍합을 넣어 끓인다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00140_3.png,4. 순두부를 넣어 끓인다.,,5. 매생이 순두부탕을 그릇에 담고 고추를 고명으로 올려 완성한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-466,recipe-466,"1. 쌀에 물을 넣고 믹서로 갈아 닭 잡뼈, 생강, 통후추를 넣고 2시간 끓인다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00141_1.png,"2. 프랑크 햄, 대파, 고추는 어슷하게 썰고,b 사각 햄 0.5cm로 편 썰고, 표보
버섯과 양파는 채 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00141_2.png,3. 햄은 끓는 물에 데친다.c 김치는 물에 씻는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00141_3.png,"4. 냄비에 기름을 두르고 다진 돼지고기, 베이컨, 데친 햄, 씻은 배추를 넣어
볶은 뒤 육수와 콩나물, 된장, 표고버섯, 다진 마늘, 연두, 베이키드빈스를
넣어 20분 끓인다",,"5. 부대찌개에 대파와 고추, 쑥갓을 올려 완성한다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-467,recipe-467,"1. 돈 등뼈는 핏물을 빼고, 된장, 생강, 마늘, 후춧가루를 넣고 데쳐 누린내를
제거한다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00142_1.png,2. 배추김치는 물에 씻어 양념을 제거하고 찬물에 담가 짠맛을 제거한다.,,"3. 감자는 4등분하여 썰고, 홍고추, 청양고추, 쑥갓, 대파, 팽이버섯, 깻잎은 자른다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00142_3.png,4. 백태는 물에 불려 믹서에 간다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00142_4.png,"5. 데쳐낸 돈 등뼈에 감자, 씻은 김치, 우거지를 넣고 끓인 뒤 갖은 야채를 넣
고 끓인다.",,"6. 감자탕에 백태, 들깨가루를 넣어 간을 맞춰 음식을 완성한다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-468,recipe-468,1. 깻잎은 4등분하고 연근은 슬라이스 한다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00143_1.png,2. 대추와 수삼은 채 썰고 홍고추는 어슷하게 썬다.,,3. 양배추는 4×4cm로 썰어 끓는 물에 데친다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00143_3.png,"4. 데친 양배추, 대추채, 수삼, 홍고추, 깻잎, 연근을 켜켜이 쌓는다,",,"5. 물 1컵, 식초, 설탕, 생강즙, 치자를 섞어 끓여 체에 걸러 김치 국물을 만
든다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00143_5.png,6. 쌓아둔 양배추김치에 따뜻한 김치 국물을 부어 이틀 냉장고에서 숙성시킨다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-469,recipe-469,"1. 겨자는 물에 섞은 후, 뜨거운 물 3g에 중탕하여 발효시킨다.",,2. 1에 설탕과 식초를 넣어 겨자 소스를 만든다.,,"3. 당근, 무, 양파는 0.1×5cm로 채 썬다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00144_3.png,4. 부추는 3cm 길이로 썬다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00144_4.png,5. 오이 고추는 길게 칼집을 넣어 씨를 제거한 다음 4cm로 썬다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00144_5.png,"6. 당근, 무, 양파, 부추를 겨자냉채소스와 버무려 오이고추의 속을 채워 완성
한다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-470,recipe-470,1. 실치는 끓는 물에 데친다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00145_1.png,2. 오이는 반달 모양으로 슬라이스한 후 식초에 절인다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00145_2.png,3. 식초에 절인 오이의 물기를 제거한 후 매실액을 넣는다.,,4. 데쳐낸 실치와 오이를 함께 버무려 완성한다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00145_4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
